id,ts,country,cat,value
19252,2024-12-09,US,C,108.95
19253,2024-03-23,DE,C,116.4
19254,2024-01-06,IL,B,75.12
19255,2024-05-11,IL,A,108.51
19256,2024-04-08,GB,A,118.49
19257,2024-12-12,US,C,108.24
19258,2024-06-11,DE,A,100.38
19259,2024-08-29,US,A,70.3
19260,2024-12-24,US,C,85.92
19261,2024-10-14,DE,B,87.51
19262,2024-09-30,FR,A,117.62
19263,2024-12-19,DE,C,74.97
19264,2024-09-08,IN,B,134.54
19265,2024-03-25,GB,A,91.98
19266,2024-09-22,US,A,104.85
19267,2024-04-27,DE,B,105.78
19268,2024-04-30,DE,B,87.38
19269,2024-08-23,DE,A,94.59
19270,2024-04-25,IL,B,72.49
19271,2024-01-09,IN,A,115.77
19272,2024-12-30,IL,A,110.49
19273,2024-07-27,GB,C,90.06
19274,2024-09-01,IL,A,113.26
19275,2024-10-22,GB,A,99.84
19276,2024-08-19,IL,A,70.57
19277,2024-08-10,US,B,116.82
19278,2024-10-16,IL,A,103.17
19279,2024-04-17,DE,A,112.99
19280,2024-10-29,US,A,101.7
19281,2024-09-21,FR,C,94.87
19282,2024-03-07,GB,A,97.51
19283,2024-02-23,GB,B,81.85
19284,2024-11-17,IL,A,107.23
19285,2024-11-22,IL,B,103.6
19286,2024-12-28,GB,A,98.42
19287,2024-02-06,IN,B,89.07
19288,2024-11-22,US,B,80.63
19289,2024-11-11,US,C,112.85
19290,2024-10-07,US,B,74.15
19291,2024-06-30,IL,C,112.38
19292,2024-07-04,GB,C,68.91
19293,2024-06-05,US,A,91.4
19294,2024-01-11,FR,A,108.52
19295,2024-07-01,US,A,113.62
19296,2024-03-27,US,A,95.02
19297,2024-03-14,DE,B,110.58
19298,2024-01-21,DE,A,81.85
19299,2024-06-16,US,C,87.62
19300,2024-01-18,US,B,106.53
19301,2024-11-06,IL,A,93.88
19302,2024-11-20,IN,C,89.64
19303,2024-10-19,GB,B,96.17
19304,2024-04-19,DE,A,94.27
19305,2024-02-29,IN,C,96.25
19306,2024-07-03,DE,A,122.73
19307,2024-09-02,US,A,117.09
19308,2024-01-08,IL,C,113.54
19309,2024-11-08,GB,B,100.19
19310,2024-06-09,FR,A,104.52
19311,2024-10-26,IN,A,85.29
19312,2024-01-29,DE,C,128.56
19313,2024-06-04,IN,A,88.7
19314,2024-06-16,GB,B,121.18
19315,2024-01-18,GB,A,97.48
19316,2024-09-15,IN,C,119.54
19317,2024-12-05,US,A,92.75
19318,2024-07-16,DE,B,110.23
19319,2024-05-24,US,C,121.23
19320,2024-08-20,GB,B,120.92
19321,2024-05-11,DE,A,103.59
19322,2024-05-11,US,A,100.08
19323,2024-10-04,IL,C,108.0
19324,2024-08-03,US,B,117.11
19325,2024-04-06,IL,C,112.2
19326,2024-05-28,US,A,105.16
19327,2024-10-31,IN,C,118.95
19328,2024-07-11,DE,A,80.59
19329,2024-01-28,IN,A,108.8
19330,2024-11-08,US,B,89.76
19331,2024-09-27,IL,C,127.15
19332,2024-04-07,IN,B,113.6
19333,2024-12-18,FR,A,78.36
19334,2024-12-13,US,A,80.34
19335,2024-12-29,GB,C,79.36
19336,2024-05-17,US,A,107.81
19337,2024-12-03,US,B,112.42
19338,2024-10-21,FR,B,71.26
19339,2024-11-13,FR,B,91.14
19340,2024-07-18,FR,A,93.13
19341,2024-04-11,US,B,104.7
19342,2024-03-23,US,C,95.22
19343,2024-12-18,US,B,103.43
19344,2024-07-02,IL,B,83.33
19345,2024-12-04,US,A,78.75
19346,2024-07-21,FR,B,88.27
19347,2024-07-14,GB,B,98.93
19348,2024-01-27,IN,A,101.26
19349,2024-05-26,GB,B,74.5
19350,2024-07-21,US,C,87.15
19351,2024-02-09,DE,A,105.68
19352,2024-02-29,IN,B,120.84
19353,2024-08-03,US,B,85.3
19354,2024-03-31,US,B,113.22
19355,2024-09-12,US,B,81.91
19356,2024-06-17,DE,B,124.25
19357,2024-05-27,IN,B,77.22
19358,2024-02-12,IL,C,71.62
19359,2024-05-28,DE,C,97.11
19360,2024-07-16,DE,A,78.22
19361,2024-07-28,GB,B,101.92
19362,2024-04-08,US,A,85.89
19363,2024-01-11,DE,C,110.19
19364,2024-12-07,IN,C,97.0
19365,2024-12-15,IN,B,86.83
19366,2024-11-26,IL,A,104.56
19367,2024-04-15,US,B,86.45
19368,2024-08-07,IN,C,98.6
19369,2024-02-21,IN,A,90.44
19370,2024-11-26,US,B,110.84
19371,2024-01-03,US,A,81.05
19372,2024-06-20,US,B,75.66
19373,2024-11-08,DE,A,108.75
19374,2024-09-21,US,B,79.26
19375,2024-11-11,US,A,101.92
19376,2024-06-30,GB,C,115.72
19377,2024-02-04,US,B,110.58
19378,2024-01-03,IN,A,96.35
19379,2024-02-25,IL,B,114.93
19380,2024-01-22,IL,B,99.6
19381,2024-06-12,IN,A,82.8
19382,2024-01-19,US,A,129.19
19383,2024-03-08,US,A,89.79
19384,2024-06-02,IL,A,103.99
19385,2024-09-25,DE,A,100.73
19386,2024-09-03,DE,B,79.49
19387,2024-01-22,IN,C,113.58
19388,2024-11-25,IN,B,94.77
19389,2024-07-19,US,A,113.23
19390,2024-05-07,US,C,84.49
19391,2024-05-19,DE,A,87.8
19392,2024-11-05,IN,B,105.64
19393,2024-06-18,US,A,116.18
19394,2024-03-30,IL,A,109.19
19395,2024-06-04,US,C,73.16
19396,2024-01-25,IN,B,113.23
19397,2024-02-25,US,B,92.36
19398,2024-04-24,DE,A,80.41
19399,2024-03-21,US,B,116.18
19400,2024-05-07,DE,C,91.28
19401,2024-01-24,IL,C,114.84
19402,2024-08-10,DE,A,103.45
19403,2024-02-12,US,A,101.92
19404,2024-03-20,US,A,115.24
19405,2024-12-22,US,A,85.9
19406,2024-01-03,GB,A,116.65
19407,2024-04-12,FR,A,75.75
19408,2024-07-01,US,B,102.87
19409,2024-04-22,US,B,124.13
19410,2024-04-26,IL,A,113.93
19411,2024-02-16,US,C,100.26
19412,2024-06-03,GB,B,123.38
19413,2024-10-02,IL,A,89.25
19414,2024-08-02,FR,A,104.98
19415,2024-12-03,DE,B,96.77
19416,2024-09-12,IN,B,101.3
19417,2024-10-15,FR,A,112.45
19418,2024-06-06,US,A,102.53
19419,2024-08-11,US,A,87.9
19420,2024-07-30,IL,B,61.94
19421,2024-10-23,US,C,118.27
19422,2024-07-01,IL,A,111.54
19423,2024-05-27,IN,C,108.3
19424,2024-01-26,US,B,106.02
19425,2024-11-09,FR,C,97.65
19426,2024-06-07,US,B,82.41
19427,2024-10-18,US,C,103.92
19428,2024-09-04,US,C,99.99
19429,2024-01-01,US,A,119.16
19430,2024-08-25,US,B,98.37
19431,2024-06-27,IN,A,112.26
19432,2024-03-28,DE,C,97.05
19433,2024-04-06,US,A,104.68
19434,2024-08-20,US,C,83.07
19435,2024-02-01,IN,C,75.26
19436,2024-08-09,US,A,95.56
19437,2024-11-04,US,B,111.96
19438,2024-02-01,GB,A,102.41
19439,2024-01-03,DE,A,94.07
19440,2024-01-23,US,B,89.34
19441,2024-09-23,FR,A,74.75
19442,2024-11-05,IL,A,107.76
19443,2024-12-26,DE,C,90.58
19444,2024-01-11,US,B,63.66
19445,2024-06-24,GB,B,98.34
19446,2024-01-18,DE,C,110.77
19447,2024-05-15,US,B,137.27
19448,2024-04-22,DE,B,119.52
19449,2024-08-09,IL,A,105.51
19450,2024-11-27,IN,A,97.63
19451,2024-10-20,US,A,106.43
19452,2024-01-24,US,B,95.6
19453,2024-03-28,GB,B,87.4
19454,2024-04-10,US,A,83.08
19455,2024-04-01,US,B,67.38
19456,2024-05-08,GB,A,102.81
19457,2024-08-09,FR,B,103.38
19458,2024-09-26,IL,A,118.81
19459,2024-12-09,IL,C,64.0
19460,2024-09-13,DE,A,115.71
19461,2024-04-18,GB,A,103.89
19462,2024-03-08,FR,A,118.6
19463,2024-05-17,DE,A,122.86
19464,2024-10-18,GB,B,72.59
19465,2024-12-28,US,A,107.27
19466,2024-05-23,IL,B,103.6
19467,2024-03-05,FR,A,111.25
19468,2024-01-02,IL,C,124.17
19469,2024-01-29,IL,A,97.56
19470,2024-08-20,US,B,90.37
19471,2024-08-03,DE,B,94.34
19472,2024-08-22,DE,C,75.29
19473,2024-01-09,GB,B,132.95
19474,2024-06-08,US,A,124.83
19475,2024-03-06,GB,B,96.43
19476,2024-05-02,US,A,103.27
19477,2024-08-15,FR,B,84.28
19478,2024-04-10,DE,A,90.07
19479,2024-08-28,IL,A,113.15
19480,2024-04-15,IN,B,105.73
19481,2024-07-05,IL,C,105.24
19482,2024-06-16,US,A,98.1
19483,2024-05-20,DE,A,110.86
19484,2024-02-16,DE,A,70.74
19485,2024-07-29,FR,C,104.64
19486,2024-12-27,IL,A,128.05
19487,2024-08-22,US,B,112.52
19488,2024-09-29,US,A,77.56
19489,2024-10-20,DE,B,104.95
19490,2024-01-14,DE,C,93.62
19491,2024-10-16,GB,A,122.56
19492,2024-03-29,US,B,100.84
19493,2024-08-30,DE,B,132.45
19494,2024-12-25,IN,A,132.67
19495,2024-11-22,US,C,107.15
19496,2024-05-31,IL,B,102.68
19497,2024-11-01,IN,A,120.34
19498,2024-08-13,US,A,89.54
19499,2024-02-18,DE,C,105.87
19500,2024-03-28,IL,A,96.1
19501,2024-12-15,US,C,92.08
19502,2024-11-30,GB,A,113.55
19503,2024-11-21,US,C,101.3
19504,2024-05-20,GB,A,131.65
19505,2024-04-27,IL,C,90.84
19506,2024-10-21,US,C,84.73
19507,2024-01-08,US,A,99.55
19508,2024-11-23,GB,C,107.96
19509,2024-08-08,IL,B,97.38
19510,2024-08-18,US,B,109.81
19511,2024-06-09,US,A,87.09
19512,2024-12-23,DE,C,111.92
19513,2024-09-30,US,C,85.35
19514,2024-01-20,IN,A,77.44
19515,2024-07-10,US,C,73.52
19516,2024-11-09,US,A,121.83
19517,2024-01-28,IL,A,109.19
19518,2024-09-25,US,A,108.93
19519,2024-03-30,GB,C,95.02
19520,2024-07-03,IN,B,112.09
19521,2024-11-18,DE,C,88.35
19522,2024-06-28,GB,A,87.46
19523,2024-01-14,GB,B,102.1
19524,2024-01-08,US,B,106.32
19525,2024-09-25,US,A,88.1
19526,2024-12-05,DE,A,115.57
19527,2024-04-16,IN,A,83.94
19528,2024-12-07,GB,A,100.4
19529,2024-06-14,DE,B,109.68
19530,2024-01-22,US,A,72.03
19531,2024-07-12,GB,A,96.97
19532,2024-12-21,FR,B,109.67
19533,2024-04-01,IN,A,104.38
19534,2024-12-16,FR,B,105.25
19535,2024-08-25,US,A,85.64
19536,2024-05-24,DE,A,93.2
19537,2024-09-10,IL,B,113.71
19538,2024-05-26,IL,C,124.45
19539,2024-02-01,DE,B,82.51
19540,2024-11-13,GB,B,95.8
19541,2024-05-16,GB,A,74.54
19542,2024-07-25,US,C,101.45
19543,2024-09-28,US,C,103.96
19544,2024-01-31,IL,C,99.01
19545,2024-09-20,FR,B,111.04
19546,2024-05-13,DE,B,70.04
19547,2024-07-17,DE,C,98.15
19548,2024-06-15,IL,C,109.61
19549,2024-10-10,GB,C,127.99
19550,2024-03-09,US,A,102.31
19551,2024-02-09,DE,B,107.41
19552,2024-05-29,GB,A,75.72
19553,2024-02-13,US,C,81.87
19554,2024-03-29,US,A,124.87
19555,2024-08-27,FR,B,104.17
19556,2024-10-25,US,C,100.19
19557,2024-09-10,IL,B,95.58
19558,2024-04-25,IN,A,104.19
19559,2024-10-24,US,C,78.67
19560,2024-05-28,IN,A,117.61
19561,2024-03-07,US,C,102.75
19562,2024-10-03,IL,A,74.55
19563,2024-07-07,US,A,103.81
19564,2024-05-15,FR,A,87.58
19565,2024-08-29,IN,C,120.94
19566,2024-09-21,US,B,89.06
19567,2024-03-22,IN,A,97.81
19568,2024-02-12,FR,C,100.07
19569,2024-07-07,IN,C,110.87
19570,2024-01-19,FR,C,125.26
19571,2024-08-21,FR,A,102.07
19572,2024-06-09,IN,B,109.9
19573,2024-03-19,FR,C,88.35
19574,2024-08-06,GB,C,97.66
19575,2024-05-17,US,C,104.82
19576,2024-05-21,US,C,97.69
19577,2024-03-19,DE,C,112.84
19578,2024-09-03,US,A,89.84
19579,2024-11-25,IL,C,98.3
19580,2024-08-13,GB,B,85.99
19581,2024-03-27,DE,A,112.52
19582,2024-10-31,IN,A,105.01
19583,2024-02-14,IL,A,116.64
19584,2024-04-15,US,B,92.84
19585,2024-01-13,US,A,140.25
19586,2024-11-05,IN,A,104.71
19587,2024-01-17,IL,B,109.84
19588,2024-07-18,IN,B,114.35
19589,2024-03-10,US,A,100.08
19590,2024-03-18,US,B,100.51
19591,2024-08-09,GB,B,98.61
19592,2024-10-20,DE,A,112.3
19593,2024-01-07,DE,B,94.4
19594,2024-02-27,IL,A,104.05
19595,2024-04-14,IL,C,112.62
19596,2024-12-10,GB,A,109.75
19597,2024-01-22,US,A,64.06
19598,2024-03-06,US,C,101.03
19599,2024-05-27,US,A,88.13
19600,2024-04-28,IL,A,96.65
19601,2024-01-18,GB,C,114.83
19602,2024-07-16,FR,A,135.52
19603,2024-08-09,IN,C,86.67
19604,2024-03-05,DE,A,89.51
19605,2024-09-08,DE,A,102.43
19606,2024-01-21,DE,A,103.39
19607,2024-09-23,GB,A,85.57
19608,2024-04-04,US,A,111.13
19609,2024-03-22,IL,C,87.1
19610,2024-03-12,IL,C,77.13
19611,2024-11-13,IN,A,83.69
19612,2024-07-02,US,A,112.06
19613,2024-09-08,US,A,97.05
19614,2024-03-15,DE,B,67.62
19615,2024-01-21,DE,C,106.84
19616,2024-01-14,US,A,101.68
19617,2024-06-09,DE,A,117.49
19618,2024-04-29,DE,C,101.94
19619,2024-10-07,IL,A,103.51
19620,2024-10-14,IL,B,95.23
19621,2024-04-23,US,A,92.49
19622,2024-06-07,GB,A,85.31
19623,2024-05-19,IL,A,82.57
19624,2024-09-03,DE,B,105.52
19625,2024-08-17,IL,B,84.98
19626,2024-08-25,US,A,96.46
19627,2024-01-21,FR,C,124.47
19628,2024-05-03,IL,C,112.07
19629,2024-12-18,US,A,105.42
19630,2024-05-04,IN,A,106.13
19631,2024-03-04,GB,A,90.52
19632,2024-03-13,FR,A,87.52
19633,2024-01-10,DE,A,112.47
19634,2024-10-11,DE,B,111.42
19635,2024-01-02,IL,A,73.23
19636,2024-08-05,US,A,99.59
19637,2024-05-25,DE,B,88.89
19638,2024-02-04,FR,C,92.24
19639,2024-11-18,IL,A,84.92
19640,2024-09-27,GB,C,114.04
19641,2024-10-26,IL,B,80.57
19642,2024-12-07,IL,A,72.5
19643,2024-11-28,IL,B,91.86
19644,2024-09-12,FR,B,128.91
19645,2024-07-13,US,B,115.98
19646,2024-09-11,IL,B,122.38
19647,2024-06-12,FR,A,116.84
19648,2024-03-07,DE,A,96.14
19649,2024-05-20,US,A,98.95
19650,2024-06-19,FR,A,95.67
19651,2024-01-17,IN,A,80.36
19652,2024-11-05,DE,A,83.48
19653,2024-11-27,FR,C,110.54
19654,2024-06-02,US,A,89.37
19655,2024-06-30,IL,A,101.09
19656,2024-11-02,US,C,84.06
19657,2024-06-15,IN,B,94.6
19658,2024-09-08,US,C,108.02
19659,2024-07-07,IN,A,75.0
19660,2024-04-08,IL,B,99.56
19661,2024-10-16,IL,A,108.91
19662,2024-03-11,DE,A,99.54
19663,2024-03-22,US,B,85.61
19664,2024-09-09,US,B,100.63
19665,2024-09-16,IL,A,79.54
19666,2024-12-14,FR,A,97.34
19667,2024-09-16,FR,C,85.69
19668,2024-01-10,IN,A,89.19
19669,2024-11-06,US,B,128.07
19670,2024-05-31,GB,A,117.41
19671,2024-01-04,US,A,106.87
19672,2024-07-30,DE,A,105.71
19673,2024-03-03,US,A,106.51
19674,2024-05-31,IN,C,99.59
19675,2024-06-20,DE,A,96.6
19676,2024-01-28,IL,A,91.06
19677,2024-11-06,US,A,100.98
19678,2024-07-05,IL,C,81.88
19679,2024-12-18,US,B,101.96
19680,2024-06-18,FR,C,118.2
19681,2024-08-05,DE,A,109.31
19682,2024-10-23,US,B,102.09
19683,2024-03-18,US,B,76.29
19684,2024-11-27,US,B,92.61
19685,2024-03-08,IL,A,135.35
19686,2024-12-29,US,A,102.84
19687,2024-08-21,US,A,86.31
19688,2024-07-08,US,B,101.49
19689,2024-03-17,US,A,104.67
19690,2024-07-26,DE,A,100.01
19691,2024-07-20,FR,C,103.44
19692,2024-12-25,US,A,88.32
19693,2024-10-31,IL,A,126.35
19694,2024-06-25,DE,B,96.86
19695,2024-05-22,IL,B,99.43
19696,2024-05-21,IN,A,94.62
19697,2024-05-18,FR,A,123.29
19698,2024-01-05,DE,A,94.97
19699,2024-01-14,IL,A,87.91
19700,2024-10-01,IL,A,110.75
19701,2024-04-02,US,B,85.57
19702,2024-05-30,US,A,78.82
19703,2024-09-11,GB,A,95.45
19704,2024-08-09,IN,A,96.97
19705,2024-05-11,IN,C,120.33
19706,2024-10-01,IL,B,81.61
19707,2024-02-27,IN,B,96.82
19708,2024-06-21,FR,B,92.43
19709,2024-02-08,IL,A,81.75
19710,2024-07-13,IN,B,86.81
19711,2024-02-04,IN,A,107.55
19712,2024-12-09,DE,A,125.56
19713,2024-08-28,GB,A,110.5
19714,2024-03-30,GB,A,121.08
19715,2024-08-11,DE,A,56.41
19716,2024-05-07,IL,A,96.52
19717,2024-07-08,US,A,98.6
19718,2024-03-02,IN,A,115.92
19719,2024-07-01,US,C,134.94
19720,2024-02-08,US,A,106.56
19721,2024-02-25,IL,B,96.24
19722,2024-08-01,IL,A,90.58
19723,2024-07-01,US,A,96.89
19724,2024-04-17,US,A,79.64
19725,2024-01-22,GB,A,78.21
19726,2024-06-03,DE,B,104.08
19727,2024-12-03,IN,A,96.03
19728,2024-09-15,GB,C,91.74
19729,2024-01-22,IL,A,118.71
19730,2024-12-08,IL,B,148.82
19731,2024-06-03,US,A,92.28
19732,2024-07-29,IN,A,85.71
19733,2024-01-01,DE,A,118.38
19734,2024-04-23,GB,A,83.25
19735,2024-10-13,IN,C,85.82
19736,2024-04-30,US,B,108.54
19737,2024-03-01,IN,C,110.19
19738,2024-02-03,GB,B,99.31
19739,2024-12-03,IL,C,98.93
19740,2024-10-23,IN,C,127.47
19741,2024-01-17,DE,A,96.81
19742,2024-12-03,IL,A,118.45
19743,2024-10-26,US,C,105.49
19744,2024-05-11,FR,A,124.08
19745,2024-08-27,GB,A,86.3
19746,2024-04-04,US,A,97.74
19747,2024-04-01,IL,C,88.78
19748,2024-09-17,US,A,82.94
19749,2024-03-14,DE,B,122.53
19750,2024-05-09,DE,A,100.25
19751,2024-05-10,GB,B,85.45
19752,2024-02-24,US,B,97.19
19753,2024-10-29,US,A,72.59
19754,2024-09-02,US,A,97.85
19755,2024-11-10,IN,A,110.45
19756,2024-07-10,DE,B,123.6
19757,2024-03-04,US,A,56.23
19758,2024-04-12,US,B,91.06
19759,2024-05-09,US,A,107.9
19760,2024-12-09,FR,A,106.56
19761,2024-03-27,IL,B,90.58
19762,2024-09-09,FR,A,101.75
19763,2024-02-14,US,C,93.98
19764,2024-12-14,IL,C,100.67
19765,2024-08-23,DE,B,121.02
19766,2024-06-06,US,A,113.22
19767,2024-05-06,US,B,83.54
19768,2024-05-09,US,A,86.13
19769,2024-03-23,FR,C,109.86
19770,2024-08-06,DE,B,78.54
19771,2024-11-12,IL,A,104.93
19772,2024-03-29,DE,B,110.9
19773,2024-09-30,US,B,92.27
19774,2024-07-25,GB,A,98.44
19775,2024-10-09,GB,B,113.74
19776,2024-10-07,US,A,138.19
19777,2024-01-15,GB,A,109.68
19778,2024-01-08,IL,C,102.29
19779,2024-11-30,IL,B,80.8
19780,2024-02-26,DE,A,68.07
19781,2024-07-28,GB,C,94.5
19782,2024-10-01,US,B,115.75
19783,2024-07-02,US,A,106.07
19784,2024-01-03,IN,B,111.98
19785,2024-01-04,IN,A,104.83
19786,2024-09-01,GB,B,108.32
19787,2024-11-23,US,A,95.44
19788,2024-05-05,DE,B,113.82
19789,2024-07-17,IL,A,117.03
19790,2024-12-06,US,A,105.21
19791,2024-10-28,US,C,101.58
19792,2024-07-16,GB,C,69.0
19793,2024-08-27,US,C,98.23
19794,2024-12-16,US,B,98.19
19795,2024-10-17,US,B,103.13
19796,2024-05-31,DE,A,121.72
19797,2024-09-09,GB,A,98.59
19798,2024-04-30,US,A,141.23
19799,2024-12-02,GB,A,99.98
19800,2024-02-04,US,A,112.66
19801,2024-03-23,IL,A,99.89
19802,2024-05-06,US,A,77.76
19803,2024-03-14,IL,B,100.93
19804,2024-08-05,IN,C,88.03
19805,2024-09-17,FR,C,116.66
19806,2024-11-21,US,B,96.93
19807,2024-07-02,IN,C,84.38
19808,2024-08-14,FR,A,116.67
19809,2024-08-06,IL,B,112.32
19810,2024-01-02,IN,C,123.93
19811,2024-09-15,GB,C,113.53
19812,2024-01-09,FR,C,105.2
19813,2024-07-18,US,C,104.04
19814,2024-12-30,US,A,106.97
19815,2024-10-14,GB,B,74.78
19816,2024-07-03,FR,A,84.2
19817,2024-04-26,GB,C,97.94
19818,2024-11-01,GB,A,97.15
19819,2024-11-09,IN,B,83.43
19820,2024-05-14,IL,C,57.36
19821,2024-02-09,IL,A,99.95
19822,2024-07-31,US,A,96.19
19823,2024-08-19,US,B,82.7
19824,2024-12-06,IL,B,84.74
19825,2024-11-20,IL,A,91.7
19826,2024-03-24,US,A,74.34
19827,2024-04-02,DE,A,134.1
19828,2024-12-29,IL,B,101.07
19829,2024-04-29,IL,C,86.94
19830,2024-06-16,DE,A,126.22
19831,2024-04-21,US,B,101.69
19832,2024-05-23,FR,B,78.98
19833,2024-07-24,DE,A,75.88
19834,2024-04-16,IL,C,118.71
19835,2024-05-30,IL,A,93.4
19836,2024-05-08,US,C,80.44
19837,2024-02-09,GB,A,85.86
19838,2024-10-14,IN,A,82.83
19839,2024-11-21,US,A,113.43
19840,2024-06-28,US,A,97.24
19841,2024-03-15,GB,B,95.39
19842,2024-08-22,FR,B,114.42
19843,2024-07-13,US,A,86.62
19844,2024-07-20,DE,A,98.68
19845,2024-08-05,IN,A,117.58
19846,2024-09-19,US,C,94.37
19847,2024-01-15,FR,C,85.12
19848,2024-02-06,GB,A,77.1
19849,2024-02-04,US,A,94.63
19850,2024-02-26,IN,B,120.57
19851,2024-12-20,IN,A,79.04
19852,2024-09-23,FR,B,98.83
19853,2024-08-30,DE,A,67.49
19854,2024-09-12,DE,C,109.5
19855,2024-01-13,DE,A,87.16
19856,2024-03-18,US,A,111.5
19857,2024-10-16,US,B,108.32
19858,2024-06-17,US,A,88.87
19859,2024-07-04,IL,C,89.78
19860,2024-09-30,FR,A,103.59
19861,2024-01-28,GB,B,89.55
19862,2024-10-18,IL,C,96.79
19863,2024-09-05,DE,C,133.59
19864,2024-05-27,DE,C,81.63
19865,2024-07-01,IL,C,132.23
19866,2024-01-28,FR,B,116.75
19867,2024-03-15,US,A,95.28
19868,2024-03-30,US,A,89.85
19869,2024-11-16,US,B,90.99
19870,2024-02-11,IN,B,133.91
19871,2024-04-16,IN,B,86.93
19872,2024-02-18,DE,A,83.82
19873,2024-04-13,DE,A,92.22
19874,2024-01-04,DE,B,84.67
19875,2024-04-09,IL,A,98.7
19876,2024-09-21,US,B,95.87
19877,2024-10-07,US,A,89.98
19878,2024-05-18,US,B,91.71
19879,2024-09-14,IN,A,100.53
19880,2024-08-13,FR,A,117.44
19881,2024-11-25,FR,A,83.5
19882,2024-10-20,GB,A,115.17
19883,2024-03-24,DE,A,119.52
19884,2024-08-02,FR,A,109.4
19885,2024-10-14,GB,A,123.83
19886,2024-04-21,US,A,116.83
19887,2024-07-28,US,A,78.19
19888,2024-05-26,DE,A,72.99
19889,2024-04-22,US,A,83.16
19890,2024-03-13,FR,A,107.86
19891,2024-01-13,GB,B,99.49
19892,2024-09-30,GB,A,101.63
19893,2024-10-25,US,A,111.1
19894,2024-08-25,US,C,81.85
19895,2024-03-28,IN,B,86.87
19896,2024-01-07,IN,B,71.29
19897,2024-08-18,US,A,127.89
19898,2024-03-13,GB,B,104.33
19899,2024-07-19,GB,B,112.32
19900,2024-12-20,US,C,94.78
19901,2024-01-02,IL,B,113.97
19902,2024-07-29,IN,A,79.71
19903,2024-12-28,FR,A,107.32
19904,2024-05-02,DE,A,97.04
19905,2024-10-24,IN,B,104.81
19906,2024-10-29,GB,A,98.65
19907,2024-06-26,US,C,105.71
19908,2024-04-22,IL,B,71.39
19909,2024-09-05,GB,A,88.57
19910,2024-08-14,US,C,109.64
19911,2024-06-22,US,B,127.3
19912,2024-03-11,GB,A,87.86
19913,2024-09-28,GB,C,109.77
19914,2024-03-18,US,B,108.64
19915,2024-02-19,US,A,103.87
19916,2024-01-25,GB,A,122.49
19917,2024-06-11,US,C,92.36
19918,2024-02-13,US,A,113.59
19919,2024-05-02,IN,A,97.26
19920,2024-03-29,GB,C,122.93
19921,2024-06-16,IL,B,90.67
19922,2024-10-10,DE,B,103.08
19923,2024-06-13,IL,A,79.27
19924,2024-07-22,US,B,89.15
19925,2024-02-22,IN,B,123.57
19926,2024-02-11,DE,A,93.21
19927,2024-12-22,DE,C,95.29
19928,2024-08-14,IL,A,114.08
19929,2024-01-06,DE,A,88.1
19930,2024-07-25,US,A,99.69
19931,2024-01-04,IL,B,94.95
19932,2024-01-29,DE,A,104.73
19933,2024-05-16,GB,C,109.47
19934,2024-08-27,GB,B,101.98
19935,2024-08-14,US,C,69.5
19936,2024-10-15,DE,A,98.39
19937,2024-03-06,IL,A,90.54
19938,2024-03-10,DE,B,79.86
19939,2024-07-13,GB,C,55.29
19940,2024-11-13,GB,A,87.5
19941,2024-09-20,US,B,121.58
19942,2024-09-01,FR,C,105.29
19943,2024-02-04,US,A,112.23
19944,2024-11-16,US,A,101.07
19945,2024-12-25,US,A,120.76
19946,2024-07-31,IL,B,102.63
19947,2024-05-02,DE,A,106.72
19948,2024-08-29,IL,A,96.68
19949,2024-08-22,DE,B,99.86
19950,2024-12-05,US,A,96.26
19951,2024-02-10,DE,B,112.03
19952,2024-07-07,US,A,113.97
19953,2024-09-15,IL,B,103.89
19954,2024-05-07,DE,A,110.26
19955,2024-11-02,US,B,98.82
19956,2024-01-24,IL,C,106.89
19957,2024-02-08,GB,B,106.51
19958,2024-10-15,US,A,83.15
19959,2024-02-15,GB,B,69.02
19960,2024-06-01,US,C,115.99
19961,2024-04-12,GB,B,99.66
19962,2024-09-08,US,A,97.79
19963,2024-01-05,IN,A,93.85
19964,2024-05-10,US,A,96.08
19965,2024-12-25,IN,A,112.48
19966,2024-05-14,US,A,91.77
19967,2024-08-06,FR,B,97.77
19968,2024-12-26,US,C,91.56
19969,2024-08-09,US,A,120.97
19970,2024-10-02,US,B,112.19
19971,2024-12-16,US,A,134.09
19972,2024-08-13,IL,A,99.94
19973,2024-10-30,DE,A,98.49
19974,2024-07-04,IL,C,110.45
19975,2024-10-24,DE,A,86.36
19976,2024-08-22,US,B,114.33
19977,2024-05-03,FR,C,102.5
19978,2024-07-22,GB,B,113.78
19979,2024-05-02,US,A,90.38
19980,2024-05-24,GB,A,96.56
19981,2024-04-16,US,A,104.78
19982,2024-06-28,IL,A,105.26
19983,2024-05-06,GB,A,94.25
19984,2024-08-16,FR,B,114.85
19985,2024-05-14,DE,B,104.59
19986,2024-06-28,IL,A,108.34
19987,2024-02-21,DE,A,79.54
19988,2024-05-21,DE,A,75.63
19989,2024-05-09,IN,A,88.83
19990,2024-12-16,GB,B,109.45
19991,2024-06-12,US,A,105.62
19992,2024-01-08,IL,B,123.08
19993,2024-04-22,DE,A,92.9
19994,2024-09-23,FR,A,102.75
19995,2024-03-01,US,C,85.39
19996,2024-02-29,GB,B,117.33
19997,2024-05-16,DE,A,92.37
19998,2024-05-10,US,A,113.15
19999,2024-06-24,US,C,101.78
20000,2024-01-13,FR,A,92.45
